Unnamed: 0,Tweet,len,metrics,source
87,i   w o u l d   l o v e   t r i   d r a w   j o n a t h a n   c r a n e   n o l a n v e r s   n e x t   p o s s i b l   h a n g   j o k e r   i   t h i n k   f r i e n d s h i p   k i n d a   c o u l d   w o r k   c o u l d   w o r k   t d k r   a n y o n   g o o d   r e f e r   p i c t u r   m o v i   p l,170,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 23, 'quote_count': 0}",Twitter for iPhone
88,f o r   e v e r i   b a d   s u p e r   h e r o   m o v i   a l w a y   l e g o   v e r s i o n   j u s t i c   m a j o r   t i m e,72,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
89,a p p a r   j a r e   l e t o   j o k e r   w i l l   b e c o m   r e a l l i   d i f f e r   i n s i d   z a c k   s n y d e r   j u s t i c   l e a g u   z a c k   s n y d e r   j u s t i c   l e a g u   e x p e c t   d r o p   h b o   m a x   i n s i d   e a r l i   m i d   2 0 2 1   a s   d c e u   h e a d   t h e a t e r   i n s i d   h t t p   c o   n s 9 i t f 1 5 s,212,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",dlvr.it
90,t a m a t i n a   l a p t o p   s k i n   1 7   5   i n c h   j o k e r   b a t m a n   h a r l e y   q u i n n   m o v i   s k i n   h d   q u a l i t i   h t t p   c o   l r 0 q z e q s j r,100,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",FS Poster
91,a p p a r   j a r e   l e t o   j o k e r   w i l l   b e c o m   r e a l l i   d i f f e r   i n s i d   z a c k   s n y d e r   j u s t i c   l e a g u   z a c k   s n y d e r   j u s t i c   l e a g u   e x p e c t   d r o p   h b o   m a x   i n s i d   e a r l i   m i d   2 0 2 1   a s   d c e u   h e a d   t h e a t e r   i n s i d   h t t p   c o   c 9 0 w l h d s j i,212,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",dlvr.it
92,a p p a r   j a r e   l e t o   j o k e r   w i l l   b e c o m   r e a l l i   d i f f e r   i n s i d   z a c k   s n y d e r   j u s t i c   l e a g u   z a c k   s n y d e r   j u s t i c   l e a g u   e x p e c t   d r o p   h b o   m a x   i n s i d   e a r l i   m i d   2 0 2 1   a s   d c e u   h e a d   t h e a t e r   i n s i d   h t t p   c o   x s x g h v a x a j,212,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",dlvr.it
93,t h e   j o k e r   b a t m a n   m o v i   b r a z i l   c a l l   c o r i n g a   b o l s o n a r o   p l u   c o r i n g a   b o l s o r i n g a   b u t   p r e s i d   s u p p o r t   l o v e   u s e,115,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
94,t h e y   n e v e r   m a k e   a n o t h   b a t m a n   m o v i   a l f i   a l l e n   c h o i c   j o k e r,61,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
95,a p p a r   j a r e   l e t o   j o k e r   w i l l   b e c o m   r e a l l i   d i f f e r   i n s i d   z a c k   s n y d e r   j u s t i c   l e a g u   z a c k   s n y d e r   j u s t i c   l e a g u   e x p e c t   d r o p   h b o   m a x   i n s i d   e a r l i   m i d   2 0 2 1   a s   d c e u   h e a d   t h e a t e r   i n s i d   h t t p   c o   e j r z 1 h j m y k,212,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",dlvr.it
96,s i r   m a y   i   k n o w   b i g   c o m p l i m e n t   i   g o   c o m m e n t   s i r   s o m e t i m   a c t   s p e c i a l   d a n c   s c e n e   m o v i   f e e l   c l o s e   r e m e m b   g r e a t e s t   s c e n e   g r e a t e s t   h o l l y w o o d   m o v i   t i m e   j o k e r   2 0 1 9,173,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
97,j o k e r   m o v i   r e m i n d   b r i t i s h,27,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
98,w o w   s e c o n d   t w e e t   s c r e a m   i   w a t c h   j o k e r   m o v i   i   m i s u n d e r s t o o d,62,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
99,t h a t   m o v i   2 0 1 8   d i n g u   k e l l y w a n d   a n d   p r o b a b l   f a v o r i t   j o h n   c   r e i l l i   p e r f o r m   i   t h i n k   a l s o   k i c k   n e w f o u n d   a p p r e c i   j o a q u i n   p h o e n i x   c o n t i n u   j o k e r   y o u   w e r e   n e v e r   r e a l l i   h e r e   i   l o v e   s i s t e r   b r o t h e r,205,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
100,y e a h   i n s t e a d   g o t   s o m e t h   l e a k   s u i c i d   s q u a d   t i t a n   a n o t h   j o k e r   m o v i   j u s t i c   l e a g u   d a r k   e v e n   t v   s h o w   b a d   g o t   a s s   h a n d   t h o u g h   d o o m   p a t r o l   g o o d,153,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
101,d a r k   k n i g h t   r i s e   s u r e   a c t u a l   o n e   t h i n k   j o k e r   b e t t e r   v i l l i a n   m a s t e r m i n d   d a r k   k n i g h t   r i s e   b e t t e r   m o v i   o v e r a l,112,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
102,r e a l l i   t h e   s u p e r n a t u r   l u c k   j o k e r   c o m p l e t   p l a n   h i   p l a n   r e l i   s t e p   c o u l d   n e v e r   p r e d i c t   w o u l d   n e e d   h a p p e n   g r a n t   i   s e e n   m o v i,133,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
103,n e v e r   w a t c h   m o v i   f r a n c h i s   h i r e   a l r e a d i   w r i t t e n   j o k e r   m o v i   i   l o v e   j a r e   l e t o   b u t   i   s u p p o r t   a b u s   s e r v   j u s t i c   v i c t i m   s t i l l   s u f f e r   b a c k   l a s h   l i e,156,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
104,b a t m a n   k i l l   s i t u a t   c o m i c   m u l t i p l   t i m e   e v e n   l o c k   k g   b e a s t   s t a r v   s t i l l   d o d n t   g o   k i l l   j o k e r   c o m i c   r o b i n   d i e   b u t   k i l l   j o k e r   e n d   k i l l   j o k e   i m p l i   c o m i c   n e c k   s n a p   h e a r d   a n i m   m o v i,201,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
105,m a i n   c h a r a c t   m o v i   t h e   j o k e r   b e l i e v   l i k e,43,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
106,i t   o f f i c i   t h e   j o k e r   g o   n e x t   b a t m a n   m o v i,45,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Joker's Bot
107,s u p e r m a n   p e r s o n   p r e m e d i t   m u r d e r   i n   m o v i   e v e r y o n   e l s   w a   s i t u a t   h i m   w a k e   s a y   f u c k   i m m a   b r e a k   a r k h a m   k i l l   j o k e r   t o d a y   w o u l d   w i l d   w h i c h   n e v e r,155,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 6, 'quote_count': 0}",Twitter for iPhone
108,a p p a r   j a r e   l e t o   j o k e r   w i l l   b e c o m   r e a l l i   d i f f e r   i n s i d   z a c k   s n y d e r   j u s t i c   l e a g u   z a c k   s n y d e r   j u s t i c   l e a g u   e x p e c t   d r o p   h b o   m a x   i n s i d   e a r l i   m i d   2 0 2 1   a s   d c e u   h e a d   t h e a t e r   i n s i d   h t t p   c o   n c b r p l w c t m,212,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",dlvr.it
109,f i n a l   s a w   j o k e r   e n j o y   w a   d a r k   h a d   f e e l   g r e a t   m o v i   w i f e   s a i d   i n c e l   r e a l l i   i d e n t i f i   c o   o p t   i m a g e r i   g o   r e a d   i   k n o w   i   a v o i d   a n y t h   r e l a t   m o v i   i   h a n e n   s e e n   b a d   t r u e   d o n   r u i n   m o v i   p l e a s,206,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
110,t i m e l i n   l o l   s i n g l   b a t m a n   m o v i   f r a n c h i s   s t u c k   t i m e l i n   t h e y   i n t e r p r e t   k e a t o n   b a t m a n   k i l l   i t   b u r t o n   c a r e   f i n e   n o l a n   c a r e   s n y d e r   g u e s s   n o l a n   s u c k   j o k e r   f a l l   a c i d,174,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
111,m y   l e a s t   f a v o r i t   t h i n g   e v e r   p e o p l   c o   o p e   m o v i   j o k e r   a n a r c h i s t   f a n t a s i   c o m m e n t a r i   m e n t a l   h e a l t h   u   s,103,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
112,j o k e r   g o o d   m o v i   w r o n g,22,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
113,i   e v e n   s e e n   j o k e r   m o v i   j o k e r   p u l l   g u n   m y r a   t e l l   p u t   a w a y   l i k e   m a g i c,70,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
114,i   k n o w   e x p l a i n   i   f e e l   w a y   o n e   b i g g e s t   i c k   d r e s s   j o k e r   a c t   l i k e   j o k e r   a c t u a l   d r e s s   l i k e   a n i   f a m o u   m o v i   c l o w n   i c k   i d k   s o o o   u n a t t r a c t   s o,137,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
115,e x c e p t   e n t i r   p l o t   m o v i   p o i n t   b a t m a n   g o   d e e p   e n d   s u p e r m a n   e v e r y o n   c l a i m   a l s o   r o b i n   r e a l l i   n o t h   m o v i   s u g g e s t   a n d   e v e n   m o v i   j o k e r   a l i v   o b v i o u s   s t i l l   c o d e,168,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter for Android
116,n o   o n e   e v e n   s t a y   l a t e   n i g h t   s t u d i   d i g i t   a r t   m y   b r a i n   t h e   r e l a t i o n s h i p   j o k e r   b a t m a n   m o v i   l e g o   b a t m a n   2 0 1 7   s i m i l a r   b l i t z o   s t o l a   m e   a n s w e r   c r a z i   l i n e   t h o u g h t   d e n i,174,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for Android
117,j o k e r   p r o b a b l   b e s t   m o v i   w a t c h   i   p m s i n g   f e e l,48,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPad
118,y e a r   s t i l l   o n e   c o m m i t   m a s s   s h o o t   n a m e   j o k e r   m o v i   h t t p   c o   y u j e a o y h k i,75,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
119,w a t c h   j o k e r   m o v i   b r e a t h   c o u l d   f i x,37,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
120,a p p a r   j a r e   l e t o   j o k e r   w i l l   b e c o m   r e a l l i   d i f f e r   i n s i d   z a c k   s n y d e r   j u s t i c   l e a g u   z a c k   s n y d e r   j u s t i c   l e a g u   e x p e c t   d r o p   h b o   m a x   i n s i d   e a r l i   m i d   2 0 2 1   a s   d c e u   h e a d   t h e a t e r   i n s i d   h t t p   c o   s j k r n b t s 5 0,212,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",dlvr.it
121,a l s o   j o k e r   o v e r r   m o v i   f i n a l   s u c c u m b   j o k e r   f u l l   b l o w n   c r a z i   j o k e r   t a l k   s h o w   s c e n e   g r e a t   l i k e   p a c e   w h o l e   s c e n e   w e l l   d o n e,132,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
122,j o k e r   s i t   d i s t a n c   w a t c h   h a r l e y   a m p   p u n c h l i n   g o   w a t c h   s u s p e n s   m o v i   m m m   i n t r i g u   i   w o n d e r   h a p p e n   n e x t   h a h a h a   𝐉 𝗼 𝐤 𝐞 𝐫   h t t p   c o   d w 3 c a 6 t w a a,148,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 2}",Twitter for iPhone
123,j o k e r   f a v o r i t   m o v i   t i m e,25,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
124,z a c k   s a y   w a t e r   g o n e   b r i d g   s i n c   l a s t   t i m e   s a w   f u t u r   t i m e l i n   j o k e r   t i m e   p a s t   s i n c   s s   d i f f e r   l o o k   m a y b   l o n g   h a i r   b e a r d   t a t t o o   z a c k   w o u l d   d i s r e s p e c t   a y e r   a m p   j o k e r   r e m o v   t a t t o o   i   w a i t   s e e   j o k e r   i   m o v i,212,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
125,i m   d e f i n i t   j o k e r   m o v i   h t t p   c o   c 9 9 o 9 k c u b w,45,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
126,i   u n p o p u l a r   o p i n i o n   i   c a r e   l e d g e r   j o k e r   a n d   d e v i t o   p e n g u i n   c r e e p   t h o u g h   m i c h e l   p f e i f f e r   g r e a t   c a t w o m a n   j e s s   e i s e n b e r g   t e r r i b l   l e x   l e a s t   m o v i   g a v e   u s   f i r s t   c i n e m a t   a p p e a r   w o n d e r   w o m a n,195,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
127,i t   l i k e   j o k e r   b r a n d   p r o d u c t   f i r s t   b a t m a n   m o v i   h a i r   s p r a y   a l o n   k i l l   b u t   h a i r   s p r a y   m i x   l i p s t i c k   p e r f u m,107,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
128,i m a g i n   f a m i l i   f e l t   f o u n d   w a n t   f u c k   j o k e r   y e a r   a g o   m o v i   c a m e   l i k e   o k a y   w h a t e v   i g n o r   f i n d   w a n n a   f u c k   o n e   o n l i   n i g h t   s t a l k e r   m e a n   e v e n   f e e l   b a d   k n o w,152,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 10, 'quote_count': 0}",Twitter for iPhone
129,f i n a l   g o t   a r o u n d   w a t c h   j o k e r   m a n   m o v i   f u c k   s u c k   i   l e g i t   u n d e r s t a n d   a n y o n   a w a r d   m o v i,97,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
130,j o k e r   m o v i   c r i n g e f e s t,22,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
131,a s   g i g a n t   f a n   j o k e r   j o k e r   e v e r y t h   i   h o p e   t o d d   p h i l l i p   j o a q u i n   g i v e   u s   g r e a t   p o r t r a y   j o k e r   t e l l   u s   o r i g i n   s t o r i   g e t   m i n d   t o d d   p h i l l i p   e x c e l   j o b   m o v i,162,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
132,w h i c h   f a v o r i t   m o v i   c h a r a c t   t i l l   d a t e   m i n e   j o k e r   d a r k   k n i g h t   a m p   p r o f e s s o r   s n a p e   h a r r i   p o t t e r,96,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
133,b u t   h u m a n   s u p e r m a n   i v   t r i   m a k e   m o v i   o n e   b i g   f i g h t   s u p e r h u m a n   f e l l   e x t r e m   f l a t   f x   y e t   b a t m a n   a v o i d   i s s u   s i m p l i   s u p e r h u m a n   b a t m a n   j o k e r   l a r g e r   l i f e   p o w e r,166,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
134,j a r e   l e t o   j o k e r   w i l l   h a v e   a   n e w   r o a d   w e a r i   l o o k   i n   z a c k   s n y d e r   j u s t i c   l e a g u   h t t p   c o   b i 5 0 a q 9 q 7 9   v i a   h t t p   c o   y 2 c q a l r a r 3,122,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
135,j o k e r   p r e t t i   g o o d   s l i g h t l i   o r i g i n   m o v i   c a l l   y o u   n e v e r   r e a l l i   i   f a u l t   e n j o y   d c   l i c e n s   r e b o o t   l o l   j a c k   g o o d   i   t e a m   h e a t h   b e s t   j o k e r   e v e r,144,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
136,i   t h i n k   m o v i   t o p   j o k e r   m a n   c h e f   k i s s   m a s t e r p i e c,50,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
137,j o k e r   m o v i   r e l e a s   c i n e m a,28,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
138,m o v i   r i p   j o k e r,18,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPad
139,h o t   t a k e   j o k e r   s h i t   m o v i   c o p i   c o p i   c o p i   b r i l l i a n t l i   e f f e c t   p i e c   s o c i a l   e n g i n,87,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter for Android
140,a p p a r   j a r e   l e t o   j o k e r   w i l l   b e c o m   r e a l l i   d i f f e r   i n s i d   z a c k   s n y d e r   j u s t i c   l e a g u   z a c k   s n y d e r   j u s t i c   l e a g u   e x p e c t   d r o p   h b o   m a x   i n s i d   e a r l i   m i d   2 0 2 1   a s   d c e u   h e a d   t h e a t e r   i n s i d   h t t p   c o   f h i 3 p f 1 x 7 p,212,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",dlvr.it
141,r n   w a t c h   j o k e r   2 0 1 9   g i v e   f u c k   s u p e r   h e r o   v i l l a i n   u n i v e r s   e t c   a l s o   l o v e   j o a q u i n   p h o e n i x   b a t m a n   n e w   m o v i   w a t c h   b o y f r i e n d   r o b e r t   p a t t i n s o n,143,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter Web App
142,m e n   t h i n k   n o l a n   m o v i   g o d   p r e f e r   d c   e s p e c i   b a t m a n   m a r v e l   t h i n k   j o k e r   g o o d   m o v i   f i g h t   c l u b   a m p   a m e r i c a n   p s y c h o   t o p   m o v i   l i s t   t h i n k   e p   4   5   6   s u p e r i o r   s t a r   w a r   h a t e   r e y   h a t e   d i s n e y   s t a r   w a r   l o v e   m a n d a l o r i a n   h t t p   c o   h 0 b d q 0 a s 9 c,232,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
